mag,place,latitude,longitude,year
3.7,"8 km SW of Shamrock, Oklahoma",35.8537,-96.6512,2017
3.8,"2 km NNW of Lambert, Oklahoma",36.7011,-98.4288,2017
3.4,"9 km SE of Hitchcock, Oklahoma",35.9008,-98.2878,2017
3.5,"10 km NW of Pawnee, Oklahoma",36.4008,-96.8841,2017
3.1,"5 km NW of Lahoma, Oklahoma",36.4185,-98.1339,2017
3.8,"10 km S of Waynoka, Oklahoma",36.4918,-98.8963,2017
3.0,"13 km NW of Pawnee, Oklahoma",36.4227,-96.9155,2017
3.2,"10 km ESE of Jefferson, Oklahoma",36.6997,-97.6783,2017
3.3,"10 km ESE of Jefferson, Oklahoma",36.6993,-97.6804,2017
3.2,"9 km SE of Hitchcock, Oklahoma",35.8996,-98.2899,2017
3.0,"6 km W of Arcadia, Oklahoma",35.6692,-97.3932,2017
3.3,"11 km S of Freedom, Oklahoma",36.6646,-99.1271,2017
3.5,"10 km NE of Quinlan, Oklahoma",36.5278,-98.9756,2017
3.3,"9 km SW of Waynoka, Oklahoma",36.5359,-98.9643,2017
3.3,"9 km SW of Shamrock, Oklahoma",35.8428,-96.6459,2017
3.1,"15 km SE of Waynoka, Oklahoma",36.4829,-98.76299999999999,2017
3.4,"17 km SSE of Waynoka, Oklahoma",36.4434,-98.7855,2017
3.4,"9 km NE of Marshall, Oklahoma",36.2145,-97.5568,2017
3.0,"6 km NNW of Breckinridge, Oklahoma",36.4876,-97.7636,2017
3.4,"9 km ESE of Medford, Oklahoma",36.7675,-97.6396,2017
3.1,"9 km WSW of Waynoka, Oklahoma",36.5339,-98.9738,2017
3.3,"12 km SSE of Glencoe, Oklahoma",36.1266,-96.86399999999999,2017
3.1,"6 km N of Maramec, Oklahoma",36.298,-96.6798,2017
3.1,"3 km SSE of Meno, Oklahoma",36.3599,-98.1599,2017
3.0,"14 km SSW of Manchester, Oklahoma",36.8736,-98.0954,2017
3.4,"12 km NW of Pawnee, Oklahoma",36.4199,-96.8941,2017
3.2,"7 km W of Wakita, Oklahoma",36.8792,-98.0093,2017
3.2,"10 km NE of Quinlan, Oklahoma",36.5297,-98.9761,2017
3.2,"5 km WNW of Lucien, Oklahoma",36.29,-97.5072,2017
3.0,"9 km WSW of Waynoka, Oklahoma",36.5369,-98.9758,2017
3.0,"1 km SSE of Medford, Oklahoma",36.7918,-97.7296,2017
3.1,"7 km N of Nardin, Oklahoma",36.8704,-97.4489,2017
3.0,"1 km NNW of Lambert, Oklahoma",36.6995,-98.4304,2017
3.0,"10 km ENE of Orlando, Oklahoma",36.1704,-97.2684,2017
3.2,"0 km ENE of Renfrow, Oklahoma",36.93,-97.6463,2017
3.2,"3 km N of Fairmont, Oklahoma",36.3863,-97.70100000000001,2017
3.0,"3 km SW of Lamont, Oklahoma",36.6684,-97.581,2017
3.1,"6 km E of Lucien, Oklahoma",36.271,-97.3808,2017
3.0,"4 km SSE of Luther, Oklahoma",35.6253,-97.1719,2017
3.1,Oklahoma,36.7658,-98.0675,2017
3.0,"16 km N of Morrison, Oklahoma",36.4432,-96.9735,2017
3.3,Oklahoma,36.7629,-98.0624,2017
3.4,"17 km SSE of Waynoka, Oklahoma",36.4493,-98.7751,2017
3.1,"10 km NE of Quinlan, Oklahoma",36.5297,-98.98,2017
3.3,Oklahoma,36.4174,-98.1347,2017
3.2,"10 km W of Lamont, Oklahoma",36.7026,-97.6719,2017
3.0,"6 km E of Renfrow, Oklahoma",36.9138,-97.5796,2017
3.1,"6 km W of Arcadia, Oklahoma",35.6703,-97.3995,2017
3.5,"13 km NW of Pawnee, Oklahoma",36.4199,-96.9186,2017
3.4,"9 km NW of Pawnee, Oklahoma",36.3961,-96.8858,2017
3.3,"9 km NW of Pawnee, Oklahoma",36.3968,-96.8859,2017
3.0,"4 km WNW of Lucien, Oklahoma",36.2856,-97.5017,2017
3.1,"5 km WSW of Perry, Oklahoma",36.2667,-97.3454,2016
3.2,"6 km W of Arcadia, Oklahoma",35.6733,-97.396,2016
3.0,"6 km W of Arcadia, Oklahoma",35.6699,-97.3975,2016
3.4,"17 km SSE of Waynoka, Oklahoma",36.4444,-98.7774,2016
3.6,"10 km NW of Pawnee, Oklahoma",36.3993,-96.8885,2016
3.0,"10 km SW of Waynoka, Oklahoma",36.5286,-98.9709,2016
3.4,"9 km SW of Waynoka, Oklahoma",36.5311,-98.9679,2016
3.4,"9 km SW of Waynoka, Oklahoma",36.5341,-98.9667,2016
3.3,"6 km W of Arcadia, Oklahoma",35.6705,-97.4011,2016
3.0,"17 km SSE of Waynoka, Oklahoma",36.4457,-98.7749,2016
3.2,"5 km WNW of Quay, Oklahoma",36.1717,-96.7699,2016
3.1,"7 km N of Coalgate, Oklahoma",34.6053,-96.2282,2016
3.5,"17 km SSE of Waynoka, Oklahoma",36.4445,-98.7802,2016
3.1,"9 km SW of Waynoka, Oklahoma",36.5359,-98.9646,2016
3.0,"7 km N of Maramec, Oklahoma",36.305,-96.6661,2016
3.7,"6 km W of Arcadia, Oklahoma",35.6707,-97.3981,2016
3.3,"12 km NNW of Perry, Oklahoma",36.3957,-97.3251,2016
3.1,"2 km WNW of Skedee, Oklahoma",36.3888,-96.7362,2016
3.2,"5 km E of Pond Creek, Oklahoma",36.6713,-97.7342,2016
3.2,"17 km SSE of Waynoka, Oklahoma",36.4516,-98.7747,2016
3.2,"4 km WNW of Lucien, Oklahoma",36.284,-97.5081,2016
3.2,"9 km WSW of Waynoka, Oklahoma",36.5356,-98.9725,2016
3.4,"6 km SSW of Enid, Oklahoma",36.3413,-97.9016,2016
3.0,"4 km WNW of Lucien, Oklahoma",36.2848,-97.5061,2016
3.2,"0 km NNW of Yale, Oklahoma",36.1202,-96.7023,2016
3.3,"2 km SW of Lucien, Oklahoma",36.2567,-97.4697,2016
3.2,"4 km NNE of Cushing, Oklahoma",36.0207,-96.7463,2016
3.8,"7 km NNE of Maramec, Oklahoma",36.3077,-96.6617,2016
3.6,"8 km WSW of Deer Creek, Oklahoma",36.7655,-97.5994,2016
4.0,"4 km NNW of Medford, Oklahoma",36.8434,-97.7522,2016
3.6,"2 km WNW of Cushing, Oklahoma",35.9931,-96.7981,2016
3.5,"5 km WSW of Glencoe, Oklahoma",36.214,-96.98100000000001,2016
3.0,"9 km ESE of Wakita, Oklahoma",36.8438,-97.8332,2016
3.5,"2 km N of Cushing, Oklahoma",36.0066,-96.7687,2016
3.0,"17 km SSE of Waynoka, Oklahoma",36.4459,-98.7789,2016
3.0,"17 km SSE of Waynoka, Oklahoma",36.443000000000005,-98.7831,2016
3.0,"5 km N of Maramec, Oklahoma",36.2936,-96.6869,2016
3.0,"16 km SSE of Waynoka, Oklahoma",36.4522,-98.794,2016
3.3,"6 km N of Maramec, Oklahoma",36.3029,-96.6713,2016
3.1,"16 km SSE of Waynoka, Oklahoma",36.454,-98.7935,2016
3.3,"3 km W of Cushing, Oklahoma",35.9886,-96.8065,2016
3.3,Oklahoma,35.6826,-97.0686,2016
3.3,"7 km NNE of Wakita, Oklahoma",36.9461,-97.891,2016
3.4,"3 km SSW of Calumet, Oklahoma",35.5734,-98.1395,2016
3.1,"3 km W of Cushing, Oklahoma",35.9862,-96.8103,2016
3.7,"7 km NNE of Wakita, Oklahoma",36.9445,-97.8973,2016
3.3,"14 km SSE of Billings, Oklahoma",36.4163,-97.3526,2016
3.3,"16 km SE of Waynoka, Oklahoma",36.4723,-98.7498,2016
3.0,"1 km ENE of Nicoma Park, Oklahoma",35.4968,-97.3076,2016
4.1,"17 km SE of Waynoka, Oklahoma",36.4564,-98.7622,2016
3.0,"2 km N of Cushing, Oklahoma",36.0062,-96.7679,2016
5.0,"3 km W of Cushing, Oklahoma",35.9907,-96.803,2016
3.0,"9 km NW of Morrison, Oklahoma",36.3665,-97.0732,2016
3.4,"7 km SE of Perry, Oklahoma",36.2505,-97.2196,2016
3.3,"6 km N of Maramec, Oklahoma",36.3038,-96.671,2016
3.3,"3 km W of Marshall, Oklahoma",36.1495,-97.6595,2016
3.1,"6 km N of Maramec, Oklahoma",36.3001,-96.6744,2016
4.4,"7 km N of Maramec, Oklahoma",36.3047,-96.6657,2016
3.0,"2 km WSW of Marshall, Oklahoma",36.1479,-97.6578,2016
3.3,"3 km S of Calumet, Oklahoma",35.5673,-98.1261,2016
3.1,"3 km SSW of Calumet, Oklahoma",35.5692,-98.1286,2016
3.4,"4 km WNW of Lucien, Oklahoma",36.2856,-97.5073,2016
3.0,"14 km NW of Pawnee, Oklahoma",36.4327,-96.9085,2016
3.3,"7 km SE of Perry, Oklahoma",36.251,-97.2213,2016
3.4,"3 km WNW of Morrison, Oklahoma",36.3126,-97.0419,2016
3.2,"7 km NE of Billings, Oklahoma",36.5715,-97.3821,2016
3.1,"6 km NE of Billings, Oklahoma",36.5707,-97.3888,2016
3.3,"10 km NW of Pawnee, Oklahoma",36.4008,-96.8854,2016
3.1,"13 km NW of Pawnee, Oklahoma",36.4387,-96.8916,2016
3.0,"8 km E of Nescatunga, Oklahoma",36.7584,-98.0587,2016
3.6,"3 km E of Luther, Oklahoma",35.6579,-97.1556,2016
3.5,"6 km ENE of Covington, Oklahoma",36.3315,-97.5195,2016
3.3,"2 km WNW of Deer Creek, Oklahoma",36.8173,-97.5462,2016
3.1,"13 km SSE of Freedom, Oklahoma",36.6502,-99.0777,2016
3.2,"17 km SSE of Waynoka, Oklahoma",36.4427,-98.7844,2016
3.0,"17 km SSE of Waynoka, Oklahoma",36.4439,-98.7815,2016
3.4,"17 km SSE of Waynoka, Oklahoma",36.4449,-98.779,2016
3.1,"17 km SSE of Waynoka, Oklahoma",36.4507,-98.7752,2016
4.0,"17 km SSE of Waynoka, Oklahoma",36.4493,-98.7758,2016
3.8,"9 km SSW of Helena, Oklahoma",36.4642,-98.3036,2016
3.0,Oklahoma,35.8445,-97.37200000000001,2016
3.4,"1 km ENE of Renfrow, Oklahoma",36.9295,-97.64399999999999,2016
3.1,"13 km SE of Waynoka, Oklahoma",36.4793,-98.7937,2016
3.1,"5 km NNE of Jefferson, Oklahoma",36.7643,-97.7671,2016
3.0,"10 km NW of Pawnee, Oklahoma",36.4144,-96.8699,2016
3.1,"8 km WSW of Helena, Oklahoma",36.5225,-98.3547,2016
3.0,"6 km W of Arcadia, Oklahoma",35.6617,-97.4002,2016
3.0,"10 km WSW of Shamrock, Oklahoma",35.8678,-96.6821,2016
3.1,"2 km NNW of Fairmont, Oklahoma",36.3744,-97.7133,2016
3.2,"6 km NNW of Quinlan, Oklahoma",36.5091,-99.0685,2016
3.3,"4 km NNE of Cherokee, Oklahoma",36.7911,-98.3328,2016
3.0,"4 km NE of Meno, Oklahoma",36.4184,-98.1409,2016
3.2,"14 km NW of Pawnee, Oklahoma",36.4362,-96.9028,2016
3.0,"17 km SSE of Waynoka, Oklahoma",36.4474,-98.7783,2016
3.0,"5 km NNW of Quinlan, Oklahoma",36.5057,-99.066,2016
3.5,"11 km NW of Pawnee, Oklahoma",36.4171,-96.8917,2016
3.3,"17 km SE of Waynoka, Oklahoma",36.4516,-98.7704,2016
3.6,"2 km NW of Deer Creek, Oklahoma",36.8215,-97.5453,2016
3.4,"13 km NW of Pawnee, Oklahoma",36.4197,-96.9174,2016
3.2,"17 km SSE of Waynoka, Oklahoma",36.4447,-98.7825,2016
3.0,"10 km WSW of Shamrock, Oklahoma",35.8637,-96.6823,2016
3.3,"17 km SSE of Waynoka, Oklahoma",36.445,-98.7781,2016
3.0,"5 km ENE of Mooreland, Oklahoma",36.4608,-99.1555,2016
3.0,"13 km NNE of Morrison, Oklahoma",36.4065,-96.93799999999999,2016
3.3,"10 km WSW of Shamrock, Oklahoma",35.8633,-96.6822,2016
3.7,"15 km NW of Pawnee, Oklahoma",36.4275,-96.9394,2016
3.2,"8 km NE of Marshall, Oklahoma",36.2139,-97.5672,2016
3.3,"5 km NNW of Quinlan, Oklahoma",36.5034,-99.0645,2016
3.1,"6 km E of Fairview, Oklahoma",36.2779,-98.4064,2016
3.1,"10 km NE of Morrison, Oklahoma",36.3761,-96.94,2016
3.0,"8 km NW of Red Rock, Oklahoma",36.5093,-97.2556,2016
3.8,"9 km SSE of Byron, Oklahoma",36.8174,-98.2727,2016
3.4,"4 km NW of Mulhall, Oklahoma",36.0912,-97.4441,2016
3.3,"4 km NE of Coyle, Oklahoma",35.9798,-97.1997,2016
3.0,"12 km NW of Pawnee, Oklahoma",36.42,-96.906,2016
3.2,"1 km NE of Meridian, Oklahoma",35.8531,-97.2346,2016
3.1,"5 km NNE of Wakita, Oklahoma",36.9344,-97.9058,2016
3.9,"6 km NNE of Wakita, Oklahoma",36.9375,-97.906,2016
3.2,Oklahoma,36.281,-97.5116,2016
3.0,"5 km ESE of Jefferson, Oklahoma",36.7021,-97.7395,2016
3.5,"6 km SW of Byron, Oklahoma",36.8673,-98.3474,2016
3.9,"17 km SE of Waynoka, Oklahoma",36.4595,-98.759,2016
3.0,"9 km ESE of Alva, Oklahoma",36.7824,-98.561,2016
3.2,"6 km W of Arcadia, Oklahoma",35.6691,-97.4022,2016
3.7,"17 km SE of Waynoka, Oklahoma",36.451,-98.7703,2016
3.3,"7 km NNW of Jefferson, Oklahoma",36.7819,-97.8178,2016
3.0,"7 km NNW of Jefferson, Oklahoma",36.7791,-97.8203,2016
3.7,"3 km SE of Fairview, Oklahoma",36.2466,-98.4464,2016
3.3,"3 km SE of Fairview, Oklahoma",36.2452,-98.4476,2016
3.0,"14 km NW of Pawnee, Oklahoma",36.4316,-96.9089,2016
3.0,"8 km NNW of Pawnee, Oklahoma",36.4068,-96.8542,2016
3.2,"11 km ENE of Meridian, Oklahoma",35.8799,-97.1226,2016
3.1,Oklahoma,36.0947,-96.7449,2016
3.0,"4 km SW of Cherokee, Oklahoma",36.7216,-98.3926,2016
3.7,"4 km ENE of Morrison, Oklahoma",36.3163,-96.9678,2016
3.5,"1 km WSW of Spencer, Oklahoma",35.5166,-97.3974,2016
3.0,"11 km N of Perry, Oklahoma",36.3955,-97.2956,2016
3.1,"5 km N of Stillwater, Oklahoma",36.1683,-97.04799999999999,2016
3.2,"5 km N of Stillwater, Oklahoma",36.1674,-97.0459,2016
3.3,"4 km WNW of Lucien, Oklahoma",36.286,-97.5077,2016
3.3,"7 km NNE of Wakita, Oklahoma",36.9445,-97.9005,2016
3.1,"14 km NW of Pawnee, Oklahoma",36.4326,-96.90799999999999,2016
3.5,"6 km NNE of Wakita, Oklahoma",36.9371,-97.9073,2016
3.7,"4 km NNW of Wakita, Oklahoma",36.9241,-97.9341,2016
3.9,"6 km N of Wakita, Oklahoma",36.9372,-97.9125,2016
3.1,"9 km NNE of Lucien, Oklahoma",36.3557,-97.4312,2016
3.1,"6 km NNW of Cushing, Oklahoma",36.038000000000004,-96.7809,2016
3.0,"14 km NW of Pawnee, Oklahoma",36.4299,-96.9211,2016
3.0,"11 km NW of Pawnee, Oklahoma",36.4124,-96.8891,2016
3.2,"4 km ENE of Morrison, Oklahoma",36.3195,-96.965,2016
3.2,"6 km N of Cushing, Oklahoma",36.0387,-96.7784,2016
3.1,"11 km NW of Pawnee, Oklahoma",36.4155,-96.8844,2016
3.0,"9 km NNW of Pawnee, Oklahoma",36.4148,-96.8557,2016
3.0,Oklahoma,36.3118,-96.9725,2016
3.0,"8 km NE of Marshall, Oklahoma",36.2137,-97.5725,2016
3.4,"11 km NW of Pawnee, Oklahoma",36.4187,-96.8838,2016
3.3,"9 km NNW of Pawnee, Oklahoma",36.4141,-96.8589,2016
3.6,"13 km NW of Pawnee, Oklahoma",36.4233,-96.9093,2016
3.3,"9 km NNW of Pawnee, Oklahoma",36.4148,-96.8522,2016
5.8,"14 km NW of Pawnee, Oklahoma",36.4251,-96.9291,2016
3.4,"4 km E of Luther, Oklahoma",35.6566,-97.1511,2016
3.4,"6 km NNE of Medford, Oklahoma",36.8523,-97.6967,2016
3.0,"14 km NW of Pawnee, Oklahoma",36.4395,-96.899,2016
3.2,"14 km WSW of Aline, Oklahoma",36.4848,-98.6026,2016
3.3,"4 km WSW of Kremlin, Oklahoma",36.5266,-97.8801,2016
3.1,"8 km ESE of Pond Creek, Oklahoma",36.6502,-97.7088,2016
3.0,"6 km N of Wakita, Oklahoma",36.9382,-97.9103,2016
3.1,"3 km NE of Coyle, Oklahoma",35.977,-97.2023,2016
3.0,"8 km NE of Marshall, Oklahoma",36.2152,-97.5665,2016
3.6,"8 km NE of Marshall, Oklahoma",36.2144,-97.5752,2016
3.6,"2 km NW of Fairmont, Oklahoma",36.3742,-97.7229,2016
3.3,"6 km SW of Yale, Oklahoma",36.0709,-96.7515,2016
3.2,"8 km SW of Waynoka, Oklahoma",36.5358,-98.9594,2016
4.0,"2 km SW of Wellston, Oklahoma",35.6775,-97.0794,2016
3.3,"3 km SE of Fairview, Oklahoma",36.2476,-98.4451,2016
3.1,"6 km NNW of Red Rock, Oklahoma",36.5139,-97.2135,2016
3.3,"3 km E of Luther, Oklahoma",35.6569,-97.1528,2016
3.0,"8 km WSW of Deer Creek, Oklahoma",36.765,-97.6027,2016
3.1,"14 km SSE of Billings, Oklahoma",36.4167,-97.3581,2016
3.5,"9 km W of Deer Creek, Oklahoma",36.8167,-97.6227,2016
3.1,"3 km WSW of Nash, Oklahoma",36.6599,-98.0868,2016
3.1,"14 km SSE of Billings, Oklahoma",36.416,-97.3574,2016
3.6,"3 km WSW of Nash, Oklahoma",36.6602,-98.0867,2016
3.5,"1 km E of Luther, Oklahoma",35.6613,-97.1824,2016
3.6,"1 km E of Luther, Oklahoma",35.6619,-97.1815,2016
3.2,"8 km NE of Marshall, Oklahoma",36.2138,-97.5587,2016
3.2,"8 km NE of Marshall, Oklahoma",36.2137,-97.5688,2016
3.9,Oklahoma,36.211,-97.57,2016
3.6,"7 km NE of Marshall, Oklahoma",36.211,-97.575,2016
3.1,"5 km WNW of Lucien, Oklahoma",36.2842,-97.5094,2016
3.0,"4 km NW of Orlando, Oklahoma",36.1772,-97.415,2016
3.3,"4 km WSW of Aline, Oklahoma",36.4874,-98.4942,2016
3.2,"6 km SE of Nescatunga, Oklahoma",36.7108,-98.1088,2016
3.0,"7 km E of Nescatunga, Oklahoma",36.7598,-98.0742,2016
3.4,"17 km SE of Waynoka, Oklahoma",36.4682,-98.7508,2016
3.1,"3 km S of Cole, Oklahoma",35.0752,-97.572,2016
3.6,"8 km NNE of Marshall, Oklahoma",36.2168,-97.5742,2016
3.1,"17 km SE of Waynoka, Oklahoma",36.4513,-98.7711,2016
3.0,"3 km WNW of Stillwater, Oklahoma",36.1281,-97.0977,2016
3.4,"7 km W of Carmen, Oklahoma",36.5866,-98.5431,2016
3.1,"2 km WSW of Deer Creek, Oklahoma",36.7926,-97.5467,2016
3.6,"9 km NW of Morrison, Oklahoma",36.3548,-97.0908,2016
3.2,Oklahoma,36.2871,-97.51100000000001,2016
3.4,"8 km WNW of Deer Creek, Oklahoma",36.8213,-97.6153,2016
3.2,"10 km NE of Crescent, Oklahoma",36.0242,-97.5168,2016
3.1,"4 km WNW of Lucien, Oklahoma",36.2868,-97.5052,2016
3.5,"5 km WNW of Lucien, Oklahoma",36.2858,-97.5121,2016
4.2,"5 km W of Lucien, Oklahoma",36.2841,-97.5138,2016
3.0,"4 km SSE of Braman, Oklahoma",36.8871,-97.3216,2016
3.1,"7 km ENE of Guthrie, Oklahoma",35.9131,-97.3483,2016
3.0,"3 km ESE of Fairmont, Oklahoma",36.3425,-97.6722,2016
3.4,"3 km WSW of Nicoma Park, Oklahoma",35.4769,-97.3543,2016
3.2,"7 km W of Jet, Oklahoma",36.6758,-98.2662,2016
3.0,"8 km SE of Byron, Oklahoma",36.8423,-98.241,2016
3.0,"16 km SW of Dacoma, Oklahoma",36.5402,-98.6728,2016
3.1,"4 km ENE of Coyle, Oklahoma",35.9767,-97.1863,2016
3.1,"4 km S of Meridian, Oklahoma",35.8041,-97.2429,2016
3.4,"17 km SE of Waynoka, Oklahoma",36.4801,-98.7348,2016
3.0,"5 km NE of Avard, Oklahoma",36.733000000000004,-98.74799999999999,2016
3.6,"3 km NE of Coyle, Oklahoma",35.9787,-97.2015,2016
3.0,"6 km SE of Nescatunga, Oklahoma",36.708,-98.1095,2016
3.0,"6 km ENE of Covington, Oklahoma",36.328,-97.5128,2016
3.3,"16 km SE of Waynoka, Oklahoma",36.4574,-98.7699,2016
3.4,"17 km SE of Waynoka, Oklahoma",36.4552,-98.76700000000001,2016
3.1,"17 km SE of Waynoka, Oklahoma",36.4533,-98.7692,2016
4.4,"17 km SE of Waynoka, Oklahoma",36.4638,-98.7584,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4766,-98.7449,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4841,-98.7435,2016
4.2,"17 km SE of Waynoka, Oklahoma",36.4765,-98.7387,2016
3.4,"3 km NE of Dibble, Oklahoma",35.059,-97.6064,2016
3.2,"4 km SSE of Covington, Oklahoma",36.2713,-97.5711,2016
3.0,"1 km NE of Meridian, Oklahoma",35.851,-97.23299999999999,2016
3.0,"1 km NE of Meridian, Oklahoma",35.8512,-97.2321,2016
3.4,"2 km W of Quay, Oklahoma",36.1594,-96.7365,2016
3.4,"8 km W of Deer Creek, Oklahoma",36.8177,-97.6184,2016
3.2,"8 km W of Deer Creek, Oklahoma",36.8181,-97.6178,2016
3.3,"5 km W of Lucien, Oklahoma",36.2813,-97.5159,2016
3.5,"17 km SE of Waynoka, Oklahoma",36.4771,-98.7412,2016
3.0,"10 km N of Alex, Oklahoma",35.0083,-97.795,2016
3.3,"5 km WNW of Lucien, Oklahoma",36.2842,-97.5126,2016
3.6,"2 km NE of Meridian, Oklahoma",35.8562,-97.2272,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4736,-98.7464,2016
3.4,"9 km WNW of Dacoma, Oklahoma",36.7011,-98.6607,2016
3.1,"5 km N of Quinlan, Oklahoma",36.5058,-99.0562,2016
3.0,"8 km SSW of Marshall, Oklahoma",36.0852,-97.6761,2016
3.4,"5 km N of Quinlan, Oklahoma",36.5024,-99.0565,2016
3.3,"8 km NE of Marshall, Oklahoma",36.213,-97.5668,2016
3.0,"9 km SW of Waynoka, Oklahoma",36.5335,-98.964,2016
3.0,"17 km SE of Waynoka, Oklahoma",36.4754,-98.7434,2016
3.3,"2 km SSE of Avard, Oklahoma",36.6763,-98.7738,2016
3.5,"2 km W of Aline, Oklahoma",36.5073,-98.4792,2016
3.1,"17 km SE of Waynoka, Oklahoma",36.4534,-98.7719,2016
3.3,"17 km SE of Waynoka, Oklahoma",36.4512,-98.7708,2016
3.4,"17 km SE of Waynoka, Oklahoma",36.452,-98.7703,2016
3.0,"4 km SSE of Braman, Oklahoma",36.8826,-97.3209,2016
3.3,"7 km W of Carmen, Oklahoma",36.5871,-98.5399,2016
3.2,"4 km S of Meridian, Oklahoma",35.8028,-97.2487,2016
3.1,"6 km ENE of Edmond, Oklahoma",35.6719,-97.4088,2016
3.0,"2 km NNW of Fairmont, Oklahoma",36.3757,-97.7204,2016
3.1,"7 km S of Perry, Oklahoma",36.2186,-97.2848,2016
3.0,"5 km ENE of Avard, Oklahoma",36.7211,-98.7324,2016
3.3,"5 km NW of Quinlan, Oklahoma",36.484,-99.0981,2016
3.3,"5 km ENE of Avard, Oklahoma",36.7233,-98.7296,2016
3.0,"5 km ENE of Avard, Oklahoma",36.7209,-98.7302,2016
3.1,"5 km NE of Carmen, Oklahoma",36.6164,-98.4256,2016
3.0,"7 km S of Perry, Oklahoma",36.2196,-97.2844,2016
3.2,"16 km SSE of Waynoka, Oklahoma",36.4531,-98.7805,2016
3.0,"2 km NE of Meridian, Oklahoma",35.8551,-97.2309,2016
3.1,"2 km NE of Meridian, Oklahoma",35.8575,-97.2246,2016
3.5,"17 km SE of Waynoka, Oklahoma",36.4887,-98.7261,2016
3.6,"5 km WNW of Lucien, Oklahoma",36.2863,-97.5135,2016
3.3,"6 km NE of Hunter, Oklahoma",36.6032,-97.6141,2016
3.4,"17 km SSE of Waynoka, Oklahoma",36.4482,-98.7801,2016
3.9,"13 km NNW of Pawnee, Oklahoma",36.4428,-96.8883,2016
3.2,"4 km ENE of Edmond, Oklahoma",35.6623,-97.4245,2016
3.0,"5 km E of Pond Creek, Oklahoma",36.6697,-97.7414,2016
3.2,"7 km W of Maramec, Oklahoma",36.2534,-96.7622,2016
3.3,"14 km NW of Pawnee, Oklahoma",36.4268,-96.9184,2016
3.2,"2 km NW of Fairmont, Oklahoma",36.3744,-97.725,2016
3.3,"1 km N of Jones, Oklahoma",35.5773,-97.2849,2016
3.1,"9 km SW of Waynoka, Oklahoma",36.535,-98.9641,2016
3.2,"4 km SSE of Covington, Oklahoma",36.2686,-97.5731,2016
3.2,"4 km NE of Meno, Oklahoma",36.4166,-98.1423,2016
3.4,"2 km NW of Fairmont, Oklahoma",36.3756,-97.7246,2016
3.2,"5 km SW of Braman, Oklahoma",36.8911,-97.3867,2016
3.3,"3 km ESE of Luther, Oklahoma",35.6541,-97.1549,2016
3.5,"8 km ENE of Mulhall, Oklahoma",36.0815,-97.3095,2016
3.0,"6 km SW of Glencoe, Oklahoma",36.1819,-96.9694,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4659,-98.7583,2016
3.3,"4 km WSW of Fallis, Oklahoma",35.7256,-97.1637,2016
3.2,"17 km SE of Waynoka, Oklahoma",36.4571,-98.7663,2016
3.1,"3 km NE of Coyle, Oklahoma",35.9781,-97.2001,2016
3.0,"3 km NE of Coyle, Oklahoma",35.9784,-97.2001,2016
3.2,"2 km NW of Fairmont, Oklahoma",36.3749,-97.7227,2016
3.2,"7 km ESE of Marland, Oklahoma",36.5469,-97.0688,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4821,-98.7473,2016
3.6,"17 km SE of Waynoka, Oklahoma",36.4731,-98.7452,2016
3.2,"2 km NE of Meridian, Oklahoma",35.8572,-97.2254,2016
3.1,"8 km NNE of Guthrie, Oklahoma",35.9531,-97.3931,2016
3.1,"3 km E of Luther, Oklahoma",35.6683,-97.1532,2016
3.4,"2 km E of Luther, Oklahoma",35.6655,-97.1642,2016
3.6,"2 km NNW of Fairmont, Oklahoma",36.3748,-97.7198,2016
3.0,"17 km ESE of Waynoka, Oklahoma",36.5226,-98.6957,2016
3.1,"5 km SSE of Cole, Oklahoma",35.0531,-97.5573,2016
3.0,"7 km SE of Manchester, Oklahoma",36.9528,-97.9704,2016
3.3,"5 km WNW of Lucien, Oklahoma",36.2866,-97.5146,2016
3.1,"12 km NNW of Perry, Oklahoma",36.396,-97.3243,2016
3.1,"4 km SSW of Pawnee, Oklahoma",36.2996,-96.819,2016
3.0,"11 km N of Nescatunga, Oklahoma",36.858000000000004,-98.1512,2016
3.1,"3 km ENE of Medford, Oklahoma",36.8231,-97.7014,2016
3.4,"4 km SSE of Covington, Oklahoma",36.2679,-97.5724,2016
3.3,"4 km SSE of Covington, Oklahoma",36.2692,-97.5734,2016
3.1,"8 km W of Deer Creek, Oklahoma",36.8167,-97.6182,2016
3.5,"7 km WNW of Jet, Oklahoma",36.688,-98.2607,2016
3.0,"4 km SSE of Braman, Oklahoma",36.8869,-97.3185,2016
3.2,"17 km SE of Waynoka, Oklahoma",36.4575,-98.7616,2016
3.3,"13 km N of Nescatunga, Oklahoma",36.8731,-98.1372,2016
3.0,"5 km W of Medford, Oklahoma",36.8124,-97.7986,2016
3.6,Oklahoma,36.874,-98.1444,2016
3.7,"13 km ESE of Byron, Oklahoma",36.8753,-98.1483,2016
3.1,"4 km SW of Fallis, Oklahoma",35.7232,-97.1612,2016
3.0,"1 km WSW of Braman, Oklahoma",36.9204,-97.3528,2016
3.7,"17 km SE of Waynoka, Oklahoma",36.4685,-98.7525,2016
